Win Rate,Drafts,Packs,Starting Gems,Format
0.57,18,54,15000,Sealed
0.57,38,57,15000,Quick
0.57,39,146,15000,Competetive
0.57,38,114,15000,Sealed
0.57,40,55,15000,Quick
0.57,22,65,15000,Competetive
0.57,25,75,15000,Sealed
0.57,73,108,15000,Quick
0.57,23,75,15000,Competetive
0.57,17,51,15000,Sealed
0.57,46,65,15000,Quick
0.57,30,107,15000,Competetive
0.57,22,66,15000,Sealed
0.57,50,71,15000,Quick
0.57,16,41,15000,Competetive
0.57,30,90,15000,Sealed
0.57,38,54,15000,Quick
0.57,31,107,15000,Competetive
0.57,21,63,15000,Sealed
0.57,43,54,15000,Quick
0.57,39,146,15000,Competetive
0.57,20,60,15000,Sealed
0.57,52,75,15000,Quick
0.57,45,173,15000,Competetive
0.57,25,75,15000,Sealed
0.57,48,71,15000,Quick
0.57,25,85,15000,Competetive
0.57,14,42,15000,Sealed
0.57,50,67,15000,Quick
0.57,29,100,15000,Competetive
0.57,26,78,15000,Sealed
0.57,48,65,15000,Quick
0.57,21,67,15000,Competetive
0.57,26,78,15000,Sealed
0.57,42,53,15000,Quick
0.57,27,88,15000,Competetive
0.57,29,87,15000,Sealed
0.57,54,78,15000,Quick
0.57,30,108,15000,Competetive
0.57,18,54,15000,Sealed
0.57,57,83,15000,Quick
0.57,51,198,15000,Competetive
0.57,16,48,15000,Sealed
0.57,34,45,15000,Quick
0.57,47,182,15000,Competetive
0.57,23,69,15000,Sealed
0.57,37,44,15000,Quick
0.57,24,78,15000,Competetive
0.57,24,72,15000,Sealed
0.57,53,74,15000,Quick
0.57,26,88,15000,Competetive
0.57,14,42,15000,Sealed
0.57,48,68,15000,Quick
0.57,33,115,15000,Competetive
0.57,15,45,15000,Sealed
0.57,41,58,15000,Quick
0.57,15,38,15000,Competetive
0.57,22,66,15000,Sealed
0.57,41,56,15000,Quick
0.57,39,145,15000,Competetive
0.57,13,39,15000,Sealed
0.57,61,84,15000,Quick
0.57,27,94,15000,Competetive
0.57,19,57,15000,Sealed
0.57,43,58,15000,Quick
0.57,39,146,15000,Competetive
0.57,14,42,15000,Sealed
0.57,51,64,15000,Quick
0.57,21,63,15000,Competetive
0.57,21,63,15000,Sealed
0.57,60,87,15000,Quick
0.57,44,170,15000,Competetive
0.57,21,63,15000,Sealed
0.57,52,69,15000,Quick
0.57,59,240,15000,Competetive
0.57,29,87,15000,Sealed
0.57,52,76,15000,Quick
0.57,32,116,15000,Competetive
0.57,25,75,15000,Sealed
0.57,47,64,15000,Quick
0.57,38,141,15000,Competetive
0.57,20,60,15000,Sealed
0.57,51,71,15000,Quick
0.57,36,131,15000,Competetive
0.57,20,60,15000,Sealed
0.57,47,63,15000,Quick
0.57,25,82,15000,Competetive
0.57,31,93,15000,Sealed
0.57,45,61,15000,Quick
0.57,31,109,15000,Competetive
0.57,21,63,15000,Sealed
0.57,47,66,15000,Quick
0.57,14,36,15000,Competetive
0.57,23,69,15000,Sealed
0.57,51,70,15000,Quick
0.57,27,96,15000,Competetive
0.57,22,66,15000,Sealed
0.57,60,89,15000,Quick
0.57,25,86,15000,Competetive
0.57,17,51,15000,Sealed
0.57,46,63,15000,Quick
0.57,63,255,15000,Competetive
0.57,33,99,15000,Sealed
0.57,67,99,15000,Quick
0.57,27,96,15000,Competetive
0.57,21,63,15000,Sealed
0.57,45,65,15000,Quick
0.57,15,36,15000,Competetive
0.57,21,63,15000,Sealed
0.57,49,70,15000,Quick
0.57,54,212,15000,Competetive
0.57,29,87,15000,Sealed
0.57,38,53,15000,Quick
0.57,32,116,15000,Competetive
0.57,23,69,15000,Sealed
0.57,45,63,15000,Quick
0.57,40,151,15000,Competetive
0.57,26,78,15000,Sealed
0.57,41,57,15000,Quick
0.57,43,164,15000,Competetive
0.57,32,96,15000,Sealed
0.57,58,83,15000,Quick
0.57,33,115,15000,Competetive
0.57,23,69,15000,Sealed
0.57,46,64,15000,Quick
0.57,18,54,15000,Competetive
0.57,24,72,15000,Sealed
0.57,53,75,15000,Quick
0.57,36,134,15000,Competetive
0.57,24,72,15000,Sealed
0.57,38,50,15000,Quick
0.57,37,140,15000,Competetive
0.57,21,63,15000,Sealed
0.57,56,77,15000,Quick
0.57,24,81,15000,Competetive
0.57,19,57,15000,Sealed
0.57,64,94,15000,Quick
0.57,36,134,15000,Competetive
0.57,19,57,15000,Sealed
0.57,50,71,15000,Quick
0.57,25,89,15000,Competetive
0.57,27,81,15000,Sealed
0.57,63,87,15000,Quick
0.57,35,126,15000,Competetive
0.57,24,72,15000,Sealed
0.57,54,78,15000,Quick
0.57,19,55,15000,Competetive
0.57,31,93,15000,Sealed
0.57,53,74,15000,Quick
0.57,21,69,15000,Competetive
0.57,30,90,15000,Sealed
0.57,51,73,15000,Quick
0.57,33,126,15000,Competetive
0.57,21,63,15000,Sealed
0.57,47,64,15000,Quick
0.57,28,101,15000,Competetive
0.57,22,66,15000,Sealed
0.57,42,59,15000,Quick
0.57,34,127,15000,Competetive
0.57,22,66,15000,Sealed
0.57,49,66,15000,Quick
0.57,25,83,15000,Competetive
0.57,24,72,15000,Sealed
0.57,37,47,15000,Quick
0.57,26,90,15000,Competetive
0.57,20,60,15000,Sealed
0.57,34,46,15000,Quick
0.57,63,255,15000,Competetive
0.57,19,57,15000,Sealed
0.57,43,62,15000,Quick
0.57,40,152,15000,Competetive
0.57,18,54,15000,Sealed
0.57,52,73,15000,Quick
0.57,34,125,15000,Competetive
0.57,21,63,15000,Sealed
0.57,55,75,15000,Quick
0.57,43,163,15000,Competetive
0.57,16,48,15000,Sealed
0.57,43,57,15000,Quick
0.57,22,72,15000,Competetive
0.57,20,60,15000,Sealed
0.57,54,79,15000,Quick
0.57,18,54,15000,Competetive
0.57,18,54,15000,Sealed
0.57,45,58,15000,Quick
0.57,32,117,15000,Competetive
0.57,17,51,15000,Sealed
0.57,37,49,15000,Quick
0.57,24,75,15000,Competetive
0.57,19,57,15000,Sealed
0.57,46,67,15000,Quick
0.57,17,48,15000,Competetive
0.57,28,84,15000,Sealed
0.57,43,62,15000,Quick
0.57,21,68,15000,Competetive
0.57,18,54,15000,Sealed
0.57,58,86,15000,Quick
0.57,18,50,15000,Competetive
0.57,23,69,15000,Sealed
0.57,49,69,15000,Quick
0.57,22,69,15000,Competetive
0.57,29,87,15000,Sealed
0.57,31,40,15000,Quick
0.57,27,92,15000,Competetive
0.57,22,66,15000,Sealed
0.57,36,51,15000,Quick
0.57,22,68,15000,Competetive
0.57,17,51,15000,Sealed
0.57,40,53,15000,Quick
0.57,54,209,15000,Competetive
0.57,28,84,15000,Sealed
0.57,52,70,15000,Quick
0.57,36,137,15000,Competetive
0.57,22,66,15000,Sealed
0.57,42,60,15000,Quick
0.57,36,133,15000,Competetive
0.57,19,57,15000,Sealed
0.57,58,85,15000,Quick
0.57,22,70,15000,Competetive
0.57,20,60,15000,Sealed
0.57,46,63,15000,Quick
0.57,59,235,15000,Competetive
0.57,19,57,15000,Sealed
0.57,48,67,15000,Quick
0.57,24,77,15000,Competetive
0.57,17,51,15000,Sealed
0.57,51,72,15000,Quick
0.57,21,65,15000,Competetive
0.57,22,66,15000,Sealed
0.57,46,66,15000,Quick
0.57,32,118,15000,Competetive
0.57,18,54,15000,Sealed
0.57,38,50,15000,Quick
0.57,34,126,15000,Competetive
0.57,13,39,15000,Sealed
0.57,68,99,15000,Quick
0.57,62,253,15000,Competetive
0.57,22,66,15000,Sealed
0.57,51,73,15000,Quick
0.57,28,96,15000,Competetive
0.57,26,78,15000,Sealed
0.57,43,55,15000,Quick
0.57,35,131,15000,Competetive
0.57,19,57,15000,Sealed
0.57,39,51,15000,Quick
0.57,37,136,15000,Competetive
0.57,17,51,15000,Sealed
0.57,52,73,15000,Quick
0.57,28,97,15000,Competetive
0.57,34,102,15000,Sealed
0.57,41,57,15000,Quick
0.57,17,48,15000,Competetive
0.57,27,81,15000,Sealed
0.57,42,62,15000,Quick
0.57,26,90,15000,Competetive
0.57,26,78,15000,Sealed
0.57,58,87,15000,Quick
0.57,16,41,15000,Competetive
0.57,11,33,15000,Sealed
0.57,40,51,15000,Quick
0.57,32,114,15000,Competetive
0.57,20,60,15000,Sealed
0.57,57,79,15000,Quick
0.57,25,83,15000,Competetive
0.57,24,72,15000,Sealed
0.57,55,75,15000,Quick
0.57,26,89,15000,Competetive
0.57,21,63,15000,Sealed
0.57,40,54,15000,Quick
0.57,17,46,15000,Competetive
0.57,27,81,15000,Sealed
0.57,40,53,15000,Quick
0.57,20,63,15000,Competetive
0.57,20,60,15000,Sealed
0.57,46,64,15000,Quick
0.57,34,118,15000,Competetive
0.57,16,48,15000,Sealed
0.57,40,52,15000,Quick
0.57,39,150,15000,Competetive
0.57,22,66,15000,Sealed
0.57,50,74,15000,Quick
0.57,22,72,15000,Competetive
0.57,14,42,15000,Sealed
0.57,51,73,15000,Quick
0.57,36,134,15000,Competetive
0.57,17,51,15000,Sealed
0.57,64,101,15000,Quick
0.57,41,153,15000,Competetive
0.57,16,48,15000,Sealed
0.57,51,74,15000,Quick
0.57,39,149,15000,Competetive
0.57,25,75,15000,Sealed
0.57,35,48,15000,Quick
0.57,43,165,15000,Competetive
0.57,30,90,15000,Sealed
0.57,41,56,15000,Quick
0.57,36,133,15000,Competetive
0.57,29,87,15000,Sealed
0.57,42,56,15000,Quick
0.57,50,193,15000,Competetive
0.57,12,36,15000,Sealed
0.57,36,51,15000,Quick
0.57,16,43,15000,Competetive
0.57,20,60,15000,Sealed
0.57,39,54,15000,Quick
0.57,22,70,15000,Competetive
0.57,25,75,15000,Sealed
0.57,53,76,15000,Quick
0.57,31,111,15000,Competetive
0.57,21,63,15000,Sealed
0.57,43,58,15000,Quick
0.57,45,171,15000,Competetive
0.57,16,48,15000,Sealed
0.57,58,84,15000,Quick
0.57,37,138,15000,Competetive
0.57,16,48,15000,Sealed
0.57,49,66,15000,Quick
0.57,39,150,15000,Competetive
0.57,15,45,15000,Sealed
0.57,45,58,15000,Quick
0.57,58,232,15000,Competetive
0.57,19,57,15000,Sealed
0.57,44,60,15000,Quick
0.57,30,110,15000,Competetive
0.57,18,54,15000,Sealed
0.57,38,49,15000,Quick
0.57,43,168,15000,Competetive
0.57,23,69,15000,Sealed
0.57,41,58,15000,Quick
0.57,75,310,15000,Competetive
0.57,18,54,15000,Sealed
0.57,47,64,15000,Quick
0.57,29,100,15000,Competetive
0.57,26,78,15000,Sealed
0.57,50,72,15000,Quick
0.57,32,114,15000,Competetive
0.57,18,54,15000,Sealed
0.57,39,52,15000,Quick
0.57,36,130,15000,Competetive
0.57,32,96,15000,Sealed
0.57,49,69,15000,Quick
0.57,26,88,15000,Competetive
0.57,13,39,15000,Sealed
0.57,49,74,15000,Quick
0.57,37,135,15000,Competetive
0.57,24,72,15000,Sealed
0.57,48,65,15000,Quick
0.57,27,93,15000,Competetive
0.57,17,51,15000,Sealed
0.57,61,90,15000,Quick
0.57,44,168,15000,Competetive
0.57,14,42,15000,Sealed
0.57,41,59,15000,Quick
0.57,26,90,15000,Competetive
0.57,30,90,15000,Sealed
0.57,50,67,15000,Quick
0.57,30,108,15000,Competetive
0.57,14,42,15000,Sealed
0.57,50,67,15000,Quick
0.57,30,104,15000,Competetive
0.57,21,63,15000,Sealed
0.57,51,78,15000,Quick
0.57,16,45,15000,Competetive
0.57,17,51,15000,Sealed
0.57,40,50,15000,Quick
0.57,30,107,15000,Competetive
0.57,29,87,15000,Sealed
0.57,52,72,15000,Quick
0.57,16,43,15000,Competetive
0.57,16,48,15000,Sealed
0.57,45,63,15000,Quick
0.57,29,103,15000,Competetive
0.57,21,63,15000,Sealed
0.57,45,61,15000,Quick
0.57,86,354,15000,Competetive
0.57,18,54,15000,Sealed
0.57,46,66,15000,Quick
0.57,24,82,15000,Competetive
0.57,21,63,15000,Sealed
0.57,42,61,15000,Quick
0.57,24,82,15000,Competetive
0.57,23,69,15000,Sealed
0.57,49,69,15000,Quick
0.57,22,69,15000,Competetive
0.57,18,54,15000,Sealed
0.57,51,69,15000,Quick
0.57,23,73,15000,Competetive
0.57,17,51,15000,Sealed
0.57,41,51,15000,Quick
0.57,43,164,15000,Competetive
0.57,33,99,15000,Sealed
0.57,42,61,15000,Quick
0.57,44,166,15000,Competetive
0.57,24,72,15000,Sealed
0.57,49,73,15000,Quick
0.57,20,63,15000,Competetive
0.57,17,51,15000,Sealed
0.57,44,57,15000,Quick
0.57,49,189,15000,Competetive
0.57,19,57,15000,Sealed
0.57,40,56,15000,Quick
0.57,16,45,15000,Competetive
0.57,20,60,15000,Sealed
0.57,39,57,15000,Quick
0.57,33,120,15000,Competetive
0.57,25,75,15000,Sealed
0.57,48,72,15000,Quick
0.57,34,125,15000,Competetive
0.57,19,57,15000,Sealed
0.57,36,45,15000,Quick
0.57,17,46,15000,Competetive
0.57,13,39,15000,Sealed
0.57,49,66,15000,Quick
0.57,31,112,15000,Competetive
0.57,14,42,15000,Sealed
0.57,50,68,15000,Quick
0.57,24,77,15000,Competetive
0.57,23,69,15000,Sealed
0.57,42,59,15000,Quick
0.57,19,55,15000,Competetive
0.57,11,33,15000,Sealed
0.57,41,56,15000,Quick
0.57,22,69,15000,Competetive
0.57,14,42,15000,Sealed
0.57,44,60,15000,Quick
0.57,17,50,15000,Competetive
0.57,13,39,15000,Sealed
0.57,37,50,15000,Quick
0.57,29,104,15000,Competetive
0.57,24,72,15000,Sealed
0.57,46,66,15000,Quick
0.57,39,146,15000,Competetive
0.57,24,72,15000,Sealed
0.57,61,93,15000,Quick
0.57,22,69,15000,Competetive
0.57,21,63,15000,Sealed
0.57,44,65,15000,Quick
0.57,19,59,15000,Competetive
0.57,22,66,15000,Sealed
0.57,49,68,15000,Quick
0.57,32,115,15000,Competetive
0.57,18,54,15000,Sealed
0.57,48,63,15000,Quick
0.57,35,126,15000,Competetive
0.57,19,57,15000,Sealed
0.57,59,88,15000,Quick
0.57,21,68,15000,Competetive
0.57,15,45,15000,Sealed
0.57,45,64,15000,Quick
0.57,47,180,15000,Competetive
0.57,22,66,15000,Sealed
0.57,69,101,15000,Quick
0.57,33,124,15000,Competetive
0.57,15,45,15000,Sealed
0.57,52,73,15000,Quick
0.57,19,60,15000,Competetive
0.57,22,66,15000,Sealed
0.57,44,61,15000,Quick
0.57,22,72,15000,Competetive
0.57,19,57,15000,Sealed
0.57,57,82,15000,Quick
0.57,24,78,15000,Competetive
0.57,21,63,15000,Sealed
0.57,40,58,15000,Quick
0.57,17,45,15000,Competetive
0.57,27,81,15000,Sealed
0.57,43,63,15000,Quick
0.57,67,272,15000,Competetive
0.57,16,48,15000,Sealed
0.57,59,85,15000,Quick
0.57,32,117,15000,Competetive
0.57,19,57,15000,Sealed
0.57,46,60,15000,Quick
0.57,61,244,15000,Competetive
0.57,22,66,15000,Sealed
0.57,42,61,15000,Quick
0.57,25,85,15000,Competetive
0.57,17,51,15000,Sealed
0.57,49,65,15000,Quick
0.57,24,79,15000,Competetive
0.57,24,72,15000,Sealed
0.57,42,59,15000,Quick
0.57,14,34,15000,Competetive
0.57,20,60,15000,Sealed
0.57,50,73,15000,Quick
0.57,29,99,15000,Competetive
0.57,25,75,15000,Sealed
0.57,40,58,15000,Quick
0.57,41,158,15000,Competetive
0.57,29,87,15000,Sealed
0.57,51,76,15000,Quick
0.57,26,90,15000,Competetive
0.57,26,78,15000,Sealed
0.57,62,96,15000,Quick
0.57,32,117,15000,Competetive
0.57,16,48,15000,Sealed
0.57,51,72,15000,Quick
0.57,26,86,15000,Competetive
0.57,21,63,15000,Sealed
0.57,54,82,15000,Quick
0.57,36,135,15000,Competetive
0.57,24,72,15000,Sealed
0.57,45,67,15000,Quick
0.57,36,132,15000,Competetive
0.57,27,81,15000,Sealed
0.57,47,67,15000,Quick
0.57,16,43,15000,Competetive
0.57,25,75,15000,Sealed
0.57,45,61,15000,Quick
0.57,27,91,15000,Competetive
0.57,23,69,15000,Sealed
0.57,46,64,15000,Quick
0.57,34,126,15000,Competetive
0.57,16,48,15000,Sealed
0.57,60,93,15000,Quick
0.57,55,220,15000,Competetive
0.57,23,69,15000,Sealed
0.57,55,79,15000,Quick
0.57,16,42,15000,Competetive
0.57,20,60,15000,Sealed
0.57,38,50,15000,Quick
0.57,28,103,15000,Competetive
0.57,19,57,15000,Sealed
0.57,39,52,15000,Quick
0.57,26,89,15000,Competetive
0.57,14,42,15000,Sealed
0.57,47,66,15000,Quick
0.57,26,86,15000,Competetive
0.57,20,60,15000,Sealed
0.57,46,61,15000,Quick
0.57,21,65,15000,Competetive
0.57,33,99,15000,Sealed
0.57,49,74,15000,Quick
0.57,25,87,15000,Competetive
0.57,30,90,15000,Sealed
0.57,44,60,15000,Quick
0.57,21,65,15000,Competetive
0.57,26,78,15000,Sealed
0.57,63,91,15000,Quick
0.57,32,117,15000,Competetive
0.57,16,48,15000,Sealed
0.57,43,56,15000,Quick
0.57,23,77,15000,Competetive
0.57,21,63,15000,Sealed
0.57,51,72,15000,Quick
0.57,30,108,15000,Competetive
0.57,19,57,15000,Sealed
0.57,44,57,15000,Quick
0.57,17,49,15000,Competetive
0.57,13,39,15000,Sealed
0.57,49,71,15000,Quick
0.57,40,152,15000,Competetive
0.57,21,63,15000,Sealed
0.57,35,49,15000,Quick
0.57,31,111,15000,Competetive
0.57,18,54,15000,Sealed
0.57,48,67,15000,Quick
0.57,31,112,15000,Competetive
0.57,19,57,15000,Sealed
0.57,65,93,15000,Quick
0.57,23,74,15000,Competetive
0.57,20,60,15000,Sealed
0.57,42,57,15000,Quick
0.57,37,138,15000,Competetive
0.57,20,60,15000,Sealed
0.57,52,73,15000,Quick
0.57,47,181,15000,Competetive
0.57,22,66,15000,Sealed
0.57,63,88,15000,Quick
0.57,59,237,15000,Competetive
0.57,24,72,15000,Sealed
0.57,58,82,15000,Quick
0.57,29,103,15000,Competetive
0.57,17,51,15000,Sealed
0.57,50,75,15000,Quick
0.57,34,121,15000,Competetive
0.57,24,72,15000,Sealed
0.57,33,40,15000,Quick
0.57,30,106,15000,Competetive
0.57,18,54,15000,Sealed
0.57,47,70,15000,Quick
0.57,43,167,15000,Competetive
0.57,23,69,15000,Sealed
0.57,51,73,15000,Quick
0.57,37,137,15000,Competetive
0.57,19,57,15000,Sealed
0.57,43,60,15000,Quick
0.57,28,98,15000,Competetive
0.57,33,99,15000,Sealed
0.57,43,61,15000,Quick
0.57,31,109,15000,Competetive
0.57,13,39,15000,Sealed
0.57,41,57,15000,Quick
0.57,16,45,15000,Competetive
0.57,16,48,15000,Sealed
0.57,55,79,15000,Quick
0.57,52,209,15000,Competetive
0.57,20,60,15000,Sealed
0.57,49,70,15000,Quick
0.57,23,77,15000,Competetive
0.57,16,48,15000,Sealed
0.57,55,77,15000,Quick
0.57,18,51,15000,Competetive
0.57,21,63,15000,Sealed
0.57,44,58,15000,Quick
0.57,33,120,15000,Competetive
0.57,27,81,15000,Sealed
0.57,46,64,15000,Quick
0.57,33,123,15000,Competetive
0.57,15,45,15000,Sealed
0.57,55,83,15000,Quick
0.57,29,101,15000,Competetive
0.57,21,63,15000,Sealed
0.57,50,70,15000,Quick
0.57,24,77,15000,Competetive
0.57,22,66,15000,Sealed
0.57,51,73,15000,Quick
0.57,31,112,15000,Competetive
0.57,34,102,15000,Sealed
0.57,56,83,15000,Quick
0.57,31,113,15000,Competetive
0.57,19,57,15000,Sealed
0.57,50,69,15000,Quick
0.57,29,97,15000,Competetive
0.57,20,60,15000,Sealed
0.57,55,75,15000,Quick
0.57,19,57,15000,Competetive
0.57,17,51,15000,Sealed
0.57,44,63,15000,Quick
0.57,27,90,15000,Competetive
0.57,30,90,15000,Sealed
0.57,46,67,15000,Quick
0.57,28,96,15000,Competetive
0.57,20,60,15000,Sealed
0.57,54,76,15000,Quick
0.57,47,182,15000,Competetive
0.57,33,99,15000,Sealed
0.57,45,67,15000,Quick
0.57,25,84,15000,Competetive
0.57,21,63,15000,Sealed
0.57,51,71,15000,Quick
0.57,27,95,15000,Competetive
0.57,23,69,15000,Sealed
0.57,38,56,15000,Quick
0.57,23,76,15000,Competetive
0.57,23,69,15000,Sealed
0.57,47,62,15000,Quick
0.57,43,167,15000,Competetive
0.57,16,48,15000,Sealed
0.57,45,61,15000,Quick
0.57,31,108,15000,Competetive
0.57,16,48,15000,Sealed
0.57,53,75,15000,Quick
0.57,42,158,15000,Competetive
0.57,30,90,15000,Sealed
0.57,63,94,15000,Quick
0.57,17,48,15000,Competetive
0.57,16,48,15000,Sealed
0.57,43,58,15000,Quick
0.57,13,29,15000,Competetive
0.57,23,69,15000,Sealed
0.57,53,71,15000,Quick
0.57,33,120,15000,Competetive
0.57,27,81,15000,Sealed
0.57,45,64,15000,Quick
0.57,23,77,15000,Competetive
0.57,30,90,15000,Sealed
0.57,44,63,15000,Quick
0.57,49,192,15000,Competetive
0.57,21,63,15000,Sealed
0.57,57,85,15000,Quick
0.57,28,100,15000,Competetive
0.57,18,54,15000,Sealed
0.57,57,81,15000,Quick
0.57,37,139,15000,Competetive
0.57,17,51,15000,Sealed
0.57,40,53,15000,Quick
0.57,35,129,15000,Competetive
0.57,26,78,15000,Sealed
0.57,41,56,15000,Quick
0.57,31,110,15000,Competetive
0.57,22,66,15000,Sealed
0.57,57,86,15000,Quick
0.57,28,100,15000,Competetive
0.57,28,84,15000,Sealed
0.57,42,64,15000,Quick
0.57,29,102,15000,Competetive
0.57,22,66,15000,Sealed
0.57,47,64,15000,Quick
0.57,36,132,15000,Competetive
0.57,24,72,15000,Sealed
0.57,39,56,15000,Quick
0.57,21,68,15000,Competetive
0.57,18,54,15000,Sealed
0.57,43,57,15000,Quick
0.57,21,65,15000,Competetive
0.57,24,72,15000,Sealed
0.57,44,65,15000,Quick
0.57,50,199,15000,Competetive
0.57,34,102,15000,Sealed
0.57,47,65,15000,Quick
0.57,38,140,15000,Competetive
0.57,23,69,15000,Sealed
0.57,46,64,15000,Quick
0.57,20,61,15000,Competetive
0.57,20,60,15000,Sealed
0.57,53,73,15000,Quick
0.57,37,139,15000,Competetive
0.57,22,66,15000,Sealed
0.57,53,76,15000,Quick
0.57,34,124,15000,Competetive
0.57,32,96,15000,Sealed
0.57,49,71,15000,Quick
0.57,52,206,15000,Competetive
0.57,19,57,15000,Sealed
0.57,43,63,15000,Quick
0.57,37,135,15000,Competetive
0.57,19,57,15000,Sealed
0.57,38,52,15000,Quick
0.57,27,93,15000,Competetive
0.57,26,78,15000,Sealed
0.57,41,58,15000,Quick
0.57,24,77,15000,Competetive
0.57,10,30,15000,Sealed
0.57,59,91,15000,Quick
0.57,22,68,15000,Competetive
0.57,23,69,15000,Sealed
0.57,47,71,15000,Quick
0.57,26,92,15000,Competetive
0.57,14,42,15000,Sealed
0.57,50,70,15000,Quick
0.57,45,176,15000,Competetive
0.57,15,45,15000,Sealed
0.57,65,102,15000,Quick
0.57,28,98,15000,Competetive
0.57,17,51,15000,Sealed
0.57,49,72,15000,Quick
0.57,21,64,15000,Competetive
0.57,22,66,15000,Sealed
0.57,48,69,15000,Quick
0.57,27,91,15000,Competetive
0.57,20,60,15000,Sealed
0.57,50,72,15000,Quick
0.57,34,126,15000,Competetive
0.57,23,69,15000,Sealed
0.57,38,50,15000,Quick
0.57,28,96,15000,Competetive
0.57,23,69,15000,Sealed
0.57,55,82,15000,Quick
0.57,36,131,15000,Competetive
0.57,25,75,15000,Sealed
0.57,52,72,15000,Quick
0.57,17,50,15000,Competetive
0.57,19,57,15000,Sealed
0.57,42,62,15000,Quick
0.57,42,160,15000,Competetive
0.57,15,45,15000,Sealed
0.57,44,59,15000,Quick
0.57,24,77,15000,Competetive
0.57,24,72,15000,Sealed
0.57,52,73,15000,Quick
0.57,23,77,15000,Competetive
0.57,17,51,15000,Sealed
0.57,44,61,15000,Quick
0.57,27,93,15000,Competetive
0.57,22,66,15000,Sealed
0.57,47,67,15000,Quick
0.57,37,140,15000,Competetive
0.57,20,60,15000,Sealed
0.57,53,69,15000,Quick
0.57,25,86,15000,Competetive
0.57,15,45,15000,Sealed
0.57,47,59,15000,Quick
0.57,32,115,15000,Competetive
0.57,13,39,15000,Sealed
0.57,48,67,15000,Quick
0.57,33,117,15000,Competetive
0.57,17,51,15000,Sealed
0.57,44,63,15000,Quick
0.57,19,60,15000,Competetive
0.57,12,36,15000,Sealed
0.57,36,47,15000,Quick
0.57,26,92,15000,Competetive
0.57,15,45,15000,Sealed
0.57,45,66,15000,Quick
0.57,31,112,15000,Competetive
0.57,17,51,15000,Sealed
0.57,53,75,15000,Quick
0.57,26,89,15000,Competetive
0.57,19,57,15000,Sealed
0.57,56,79,15000,Quick
0.57,36,132,15000,Competetive
0.57,19,57,15000,Sealed
0.57,55,73,15000,Quick
0.57,42,153,15000,Competetive
0.57,20,60,15000,Sealed
0.57,50,73,15000,Quick
0.57,22,71,15000,Competetive
0.57,23,69,15000,Sealed
0.57,42,56,15000,Quick
0.57,28,96,15000,Competetive
0.57,22,66,15000,Sealed
0.57,44,61,15000,Quick
0.57,37,137,15000,Competetive
0.57,27,81,15000,Sealed
0.57,49,65,15000,Quick
0.57,34,124,15000,Competetive
0.57,25,75,15000,Sealed
0.57,64,93,15000,Quick
0.57,16,44,15000,Competetive
0.57,14,42,15000,Sealed
0.57,54,79,15000,Quick
0.57,35,132,15000,Competetive
0.57,40,120,15000,Sealed
0.57,41,56,15000,Quick
0.57,20,60,15000,Competetive
0.57,22,66,15000,Sealed
0.57,38,51,15000,Quick
0.57,21,66,15000,Competetive
0.57,17,51,15000,Sealed
0.57,41,55,15000,Quick
0.57,47,182,15000,Competetive
0.57,14,42,15000,Sealed
0.57,47,65,15000,Quick
0.57,43,168,15000,Competetive
0.57,17,51,15000,Sealed
0.57,39,52,15000,Quick
0.57,21,68,15000,Competetive
0.57,22,66,15000,Sealed
0.57,39,51,15000,Quick
0.57,51,198,15000,Competetive
0.57,23,69,15000,Sealed
0.57,43,56,15000,Quick
0.57,35,133,15000,Competetive
0.57,12,36,15000,Sealed
0.57,48,69,15000,Quick
0.57,22,76,15000,Competetive
0.57,18,54,15000,Sealed
0.57,48,64,15000,Quick
0.57,29,102,15000,Competetive
0.57,34,102,15000,Sealed
0.57,41,57,15000,Quick
0.57,34,128,15000,Competetive
0.57,18,54,15000,Sealed
0.57,45,64,15000,Quick
0.57,16,47,15000,Competetive
0.57,25,75,15000,Sealed
0.57,58,86,15000,Quick
0.57,20,63,15000,Competetive
0.57,16,48,15000,Sealed
0.57,56,84,15000,Quick
0.57,40,149,15000,Competetive
0.57,29,87,15000,Sealed
0.57,47,64,15000,Quick
0.57,21,70,15000,Competetive
0.57,23,69,15000,Sealed
0.57,48,66,15000,Quick
0.57,52,206,15000,Competetive
0.57,34,102,15000,Sealed
0.57,47,61,15000,Quick
0.57,22,70,15000,Competetive
0.57,22,66,15000,Sealed
0.57,48,66,15000,Quick
0.57,21,66,15000,Competetive
0.57,15,45,15000,Sealed
0.57,58,80,15000,Quick
0.57,39,147,15000,Competetive
0.57,26,78,15000,Sealed
0.57,57,81,15000,Quick
0.57,17,48,15000,Competetive
0.57,18,54,15000,Sealed
0.57,45,63,15000,Quick
0.57,22,69,15000,Competetive
0.57,28,84,15000,Sealed
0.57,43,58,15000,Quick
0.57,30,104,15000,Competetive
0.57,33,99,15000,Sealed
0.57,55,75,15000,Quick
0.57,38,140,15000,Competetive
0.57,17,51,15000,Sealed
0.57,52,73,15000,Quick
0.57,29,100,15000,Competetive
0.57,17,51,15000,Sealed
0.57,46,63,15000,Quick
0.57,54,214,15000,Competetive
0.57,16,48,15000,Sealed
0.57,47,69,15000,Quick
0.57,21,63,15000,Competetive
0.57,25,75,15000,Sealed
0.57,53,72,15000,Quick
0.57,40,152,15000,Competetive
0.57,22,66,15000,Sealed
