Win Rate,Drafts,Packs,Starting Gems,Format
0.57,21,63,15000,Sealed
0.57,39,52,15000,Quick
0.57,27,96,15000,Competetive
0.57,24,72,15000,Sealed
0.57,54,81,15000,Quick
0.57,32,116,15000,Competetive
0.57,17,51,15000,Sealed
0.57,58,86,15000,Quick
0.57,22,69,15000,Competetive
0.57,15,45,15000,Sealed
0.57,57,75,15000,Quick
0.57,24,75,15000,Competetive
0.57,18,54,15000,Sealed
0.57,54,79,15000,Quick
0.57,28,95,15000,Competetive
0.57,19,57,15000,Sealed
0.57,39,51,15000,Quick
0.57,36,131,15000,Competetive
0.57,24,72,15000,Sealed
0.57,62,100,15000,Quick
0.57,38,141,15000,Competetive
0.57,17,51,15000,Sealed
0.57,53,71,15000,Quick
0.57,30,109,15000,Competetive
0.57,24,72,15000,Sealed
0.57,44,59,15000,Quick
0.57,42,166,15000,Competetive
0.57,20,60,15000,Sealed
0.57,45,60,15000,Quick
0.57,28,97,15000,Competetive
0.57,15,45,15000,Sealed
0.57,43,59,15000,Quick
0.57,41,154,15000,Competetive
0.57,29,87,15000,Sealed
0.57,57,79,15000,Quick
0.57,32,115,15000,Competetive
0.57,25,75,15000,Sealed
0.57,41,49,15000,Quick
0.57,30,102,15000,Competetive
0.57,16,48,15000,Sealed
0.57,42,60,15000,Quick
0.57,38,143,15000,Competetive
0.57,24,72,15000,Sealed
0.57,57,87,15000,Quick
0.57,23,72,15000,Competetive
0.57,23,69,15000,Sealed
0.57,56,75,15000,Quick
0.57,35,130,15000,Competetive
0.57,26,78,15000,Sealed
0.57,43,56,15000,Quick
0.57,19,57,15000,Competetive
0.57,20,60,15000,Sealed
0.57,52,77,15000,Quick
0.57,22,74,15000,Competetive
0.57,14,42,15000,Sealed
0.57,45,62,15000,Quick
0.57,29,106,15000,Competetive
0.57,18,54,15000,Sealed
0.57,56,83,15000,Quick
0.57,30,108,15000,Competetive
0.57,34,102,15000,Sealed
0.57,37,46,15000,Quick
0.57,18,51,15000,Competetive
0.57,31,93,15000,Sealed
0.57,50,68,15000,Quick
0.57,35,130,15000,Competetive
0.57,27,81,15000,Sealed
0.57,50,72,15000,Quick
0.57,25,87,15000,Competetive
0.57,21,63,15000,Sealed
0.57,40,55,15000,Quick
0.57,42,158,15000,Competetive
0.57,23,69,15000,Sealed
0.57,50,67,15000,Quick
0.57,21,65,15000,Competetive
0.57,20,60,15000,Sealed
0.57,51,72,15000,Quick
0.57,23,76,15000,Competetive
0.57,16,48,15000,Sealed
0.57,56,74,15000,Quick
0.57,24,81,15000,Competetive
0.57,18,54,15000,Sealed
0.57,46,65,15000,Quick
0.57,38,143,15000,Competetive
0.57,20,60,15000,Sealed
0.57,47,69,15000,Quick
0.57,21,64,15000,Competetive
0.57,20,60,15000,Sealed
0.57,46,64,15000,Quick
0.57,28,96,15000,Competetive
0.57,13,39,15000,Sealed
0.57,43,56,15000,Quick
0.57,34,122,15000,Competetive
0.57,22,66,15000,Sealed
0.57,57,77,15000,Quick
0.57,18,52,15000,Competetive
0.57,22,66,15000,Sealed
0.57,42,61,15000,Quick
0.57,17,49,15000,Competetive
0.57,25,75,15000,Sealed
0.57,44,59,15000,Quick
0.57,23,75,15000,Competetive
0.57,26,78,15000,Sealed
0.57,65,98,15000,Quick
0.57,53,210,15000,Competetive
0.57,23,69,15000,Sealed
0.57,51,70,15000,Quick
0.57,44,169,15000,Competetive
0.57,18,54,15000,Sealed
0.57,52,76,15000,Quick
0.57,19,60,15000,Competetive
0.57,32,96,15000,Sealed
0.57,52,71,15000,Quick
0.57,37,139,15000,Competetive
0.57,18,54,15000,Sealed
0.57,69,96,15000,Quick
0.57,47,182,15000,Competetive
0.57,21,63,15000,Sealed
0.57,53,78,15000,Quick
0.57,29,96,15000,Competetive
0.57,18,54,15000,Sealed
0.57,81,120,15000,Quick
0.57,34,125,15000,Competetive
0.57,12,36,15000,Sealed
0.57,72,113,15000,Quick
0.57,50,199,15000,Competetive
0.57,21,63,15000,Sealed
0.57,62,91,15000,Quick
0.57,26,90,15000,Competetive
0.57,27,81,15000,Sealed
0.57,40,55,15000,Quick
0.57,31,108,15000,Competetive
0.57,23,69,15000,Sealed
0.57,44,58,15000,Quick
0.57,26,87,15000,Competetive
0.57,28,84,15000,Sealed
0.57,52,71,15000,Quick
0.57,24,82,15000,Competetive
0.57,16,48,15000,Sealed
0.57,45,64,15000,Quick
0.57,22,72,15000,Competetive
0.57,21,63,15000,Sealed
0.57,58,82,15000,Quick
0.57,23,75,15000,Competetive
0.57,12,36,15000,Sealed
0.57,37,48,15000,Quick
0.57,31,108,15000,Competetive
0.57,20,60,15000,Sealed
0.57,43,56,15000,Quick
0.57,30,104,15000,Competetive
0.57,18,54,15000,Sealed
0.57,44,66,15000,Quick
0.57,18,52,15000,Competetive
0.57,21,63,15000,Sealed
0.57,51,75,15000,Quick
0.57,42,162,15000,Competetive
0.57,16,48,15000,Sealed
0.57,40,52,15000,Quick
0.57,37,142,15000,Competetive
0.57,21,63,15000,Sealed
0.57,43,59,15000,Quick
0.57,20,59,15000,Competetive
0.57,26,78,15000,Sealed
0.57,39,48,15000,Quick
0.57,20,60,15000,Competetive
0.57,14,42,15000,Sealed
0.57,47,61,15000,Quick
0.57,19,55,15000,Competetive
0.57,25,75,15000,Sealed
0.57,64,88,15000,Quick
0.57,31,112,15000,Competetive
0.57,14,42,15000,Sealed
0.57,39,50,15000,Quick
0.57,42,158,15000,Competetive
0.57,23,69,15000,Sealed
0.57,38,49,15000,Quick
0.57,39,150,15000,Competetive
0.57,25,75,15000,Sealed
0.57,56,77,15000,Quick
0.57,40,151,15000,Competetive
0.57,20,60,15000,Sealed
0.57,57,84,15000,Quick
0.57,35,126,15000,Competetive
0.57,21,63,15000,Sealed
0.57,47,65,15000,Quick
0.57,39,150,15000,Competetive
0.57,24,72,15000,Sealed
0.57,40,54,15000,Quick
0.57,29,104,15000,Competetive
0.57,24,72,15000,Sealed
0.57,42,63,15000,Quick
0.57,24,77,15000,Competetive
0.57,35,105,15000,Sealed
0.57,53,70,15000,Quick
0.57,26,89,15000,Competetive
0.57,25,75,15000,Sealed
0.57,41,57,15000,Quick
0.57,30,103,15000,Competetive
0.57,19,57,15000,Sealed
0.57,50,74,15000,Quick
0.57,22,70,15000,Competetive
0.57,23,69,15000,Sealed
0.57,43,61,15000,Quick
0.57,52,202,15000,Competetive
0.57,24,72,15000,Sealed
0.57,46,66,15000,Quick
0.57,47,181,15000,Competetive
0.57,19,57,15000,Sealed
0.57,41,57,15000,Quick
0.57,49,194,15000,Competetive
0.57,19,57,15000,Sealed
0.57,44,63,15000,Quick
0.57,31,105,15000,Competetive
0.57,24,72,15000,Sealed
0.57,41,58,15000,Quick
0.57,34,129,15000,Competetive
0.57,15,45,15000,Sealed
0.57,55,83,15000,Quick
0.57,26,87,15000,Competetive
0.57,23,69,15000,Sealed
0.57,59,84,15000,Quick
0.57,26,93,15000,Competetive
0.57,19,57,15000,Sealed
0.57,51,72,15000,Quick
0.57,33,120,15000,Competetive
0.57,32,96,15000,Sealed
0.57,50,69,15000,Quick
0.57,33,116,15000,Competetive
0.57,22,66,15000,Sealed
0.57,54,71,15000,Quick
0.57,22,73,15000,Competetive
0.57,25,75,15000,Sealed
0.57,51,72,15000,Quick
0.57,50,199,15000,Competetive
0.57,21,63,15000,Sealed
0.57,42,60,15000,Quick
0.57,25,83,15000,Competetive
0.57,31,93,15000,Sealed
0.57,45,62,15000,Quick
0.57,36,130,15000,Competetive
0.57,26,78,15000,Sealed
0.57,43,56,15000,Quick
0.57,22,71,15000,Competetive
0.57,25,75,15000,Sealed
0.57,38,52,15000,Quick
0.57,57,233,15000,Competetive
0.57,20,60,15000,Sealed
0.57,49,66,15000,Quick
0.57,32,119,15000,Competetive
0.57,20,60,15000,Sealed
0.57,45,59,15000,Quick
0.57,30,109,15000,Competetive
0.57,36,108,15000,Sealed
0.57,49,71,15000,Quick
0.57,33,124,15000,Competetive
0.57,24,72,15000,Sealed
0.57,46,59,15000,Quick
0.57,56,229,15000,Competetive
0.57,22,66,15000,Sealed
0.57,47,66,15000,Quick
0.57,33,117,15000,Competetive
0.57,14,42,15000,Sealed
0.57,45,59,15000,Quick
0.57,31,108,15000,Competetive
0.57,20,60,15000,Sealed
0.57,53,75,15000,Quick
0.57,24,78,15000,Competetive
0.57,13,39,15000,Sealed
0.57,43,60,15000,Quick
0.57,27,92,15000,Competetive
0.57,15,45,15000,Sealed
0.57,55,77,15000,Quick
0.57,25,84,15000,Competetive
0.57,20,60,15000,Sealed
0.57,50,77,15000,Quick
0.57,31,111,15000,Competetive
0.57,17,51,15000,Sealed
0.57,45,60,15000,Quick
0.57,31,108,15000,Competetive
0.57,26,78,15000,Sealed
0.57,52,74,15000,Quick
0.57,17,50,15000,Competetive
0.57,20,60,15000,Sealed
0.57,37,54,15000,Quick
0.57,32,115,15000,Competetive
0.57,19,57,15000,Sealed
0.57,44,63,15000,Quick
0.57,33,119,15000,Competetive
0.57,20,60,15000,Sealed
0.57,43,59,15000,Quick
0.57,24,80,15000,Competetive
0.57,23,69,15000,Sealed
0.57,59,85,15000,Quick
0.57,29,103,15000,Competetive
0.57,17,51,15000,Sealed
0.57,49,68,15000,Quick
0.57,55,217,15000,Competetive
0.57,18,54,15000,Sealed
0.57,44,57,15000,Quick
0.57,32,118,15000,Competetive
0.57,18,54,15000,Sealed
0.57,62,93,15000,Quick
0.57,34,124,15000,Competetive
0.57,21,63,15000,Sealed
0.57,43,52,15000,Quick
0.57,25,84,15000,Competetive
0.57,28,84,15000,Sealed
0.57,37,54,15000,Quick
0.57,30,104,15000,Competetive
0.57,20,60,15000,Sealed
0.57,46,67,15000,Quick
0.57,20,65,15000,Competetive
0.57,17,51,15000,Sealed
0.57,56,82,15000,Quick
0.57,23,75,15000,Competetive
0.57,11,33,15000,Sealed
0.57,39,56,15000,Quick
0.57,23,76,15000,Competetive
0.57,18,54,15000,Sealed
0.57,52,73,15000,Quick
0.57,26,90,15000,Competetive
0.57,20,60,15000,Sealed
0.57,45,65,15000,Quick
0.57,21,66,15000,Competetive
0.57,16,48,15000,Sealed
0.57,44,60,15000,Quick
0.57,43,163,15000,Competetive
0.57,18,54,15000,Sealed
0.57,48,66,15000,Quick
0.57,35,129,15000,Competetive
0.57,19,57,15000,Sealed
0.57,47,68,15000,Quick
0.57,36,134,15000,Competetive
0.57,15,45,15000,Sealed
0.57,49,68,15000,Quick
0.57,39,150,15000,Competetive
0.57,25,75,15000,Sealed
0.57,47,63,15000,Quick
0.57,39,150,15000,Competetive
0.57,27,81,15000,Sealed
0.57,57,80,15000,Quick
0.57,60,241,15000,Competetive
0.57,23,69,15000,Sealed
0.57,49,71,15000,Quick
0.57,48,189,15000,Competetive
0.57,20,60,15000,Sealed
0.57,44,59,15000,Quick
0.57,14,34,15000,Competetive
0.57,29,87,15000,Sealed
0.57,45,58,15000,Quick
0.57,39,143,15000,Competetive
0.57,17,51,15000,Sealed
0.57,45,69,15000,Quick
0.57,46,180,15000,Competetive
0.57,22,66,15000,Sealed
0.57,47,63,15000,Quick
0.57,23,74,15000,Competetive
0.57,26,78,15000,Sealed
0.57,41,54,15000,Quick
0.57,21,66,15000,Competetive
0.57,20,60,15000,Sealed
0.57,50,74,15000,Quick
0.57,15,37,15000,Competetive
0.57,17,51,15000,Sealed
0.57,52,69,15000,Quick
0.57,33,116,15000,Competetive
0.57,31,93,15000,Sealed
0.57,42,52,15000,Quick
0.57,25,83,15000,Competetive
0.57,35,105,15000,Sealed
0.57,56,75,15000,Quick
0.57,14,36,15000,Competetive
0.57,17,51,15000,Sealed
0.57,60,85,15000,Quick
0.57,15,41,15000,Competetive
0.57,19,57,15000,Sealed
0.57,52,75,15000,Quick
0.57,18,51,15000,Competetive
0.57,17,51,15000,Sealed
0.57,50,71,15000,Quick
0.57,23,79,15000,Competetive
0.57,16,48,15000,Sealed
0.57,51,75,15000,Quick
0.57,14,36,15000,Competetive
0.57,14,42,15000,Sealed
0.57,62,90,15000,Quick
0.57,34,126,15000,Competetive
0.57,21,63,15000,Sealed
0.57,44,59,15000,Quick
0.57,17,46,15000,Competetive
0.57,15,45,15000,Sealed
0.57,51,71,15000,Quick
0.57,29,99,15000,Competetive
0.57,20,60,15000,Sealed
0.57,38,50,15000,Quick
0.57,39,148,15000,Competetive
0.57,15,45,15000,Sealed
0.57,53,76,15000,Quick
0.57,34,123,15000,Competetive
0.57,15,45,15000,Sealed
0.57,63,92,15000,Quick
0.57,46,176,15000,Competetive
0.57,26,78,15000,Sealed
0.57,47,68,15000,Quick
0.57,27,95,15000,Competetive
0.57,25,75,15000,Sealed
0.57,57,82,15000,Quick
0.57,46,179,15000,Competetive
0.57,21,63,15000,Sealed
0.57,46,64,15000,Quick
0.57,30,104,15000,Competetive
0.57,16,48,15000,Sealed
0.57,63,96,15000,Quick
0.57,33,117,15000,Competetive
0.57,28,84,15000,Sealed
0.57,57,83,15000,Quick
0.57,64,260,15000,Competetive
0.57,18,54,15000,Sealed
0.57,43,59,15000,Quick
0.57,25,83,15000,Competetive
0.57,20,60,15000,Sealed
0.57,41,53,15000,Quick
0.57,27,96,15000,Competetive
0.57,18,54,15000,Sealed
0.57,41,54,15000,Quick
0.57,21,69,15000,Competetive
0.57,13,39,15000,Sealed
0.57,47,68,15000,Quick
0.57,39,146,15000,Competetive
0.57,15,45,15000,Sealed
0.57,45,61,15000,Quick
0.57,23,77,15000,Competetive
0.57,25,75,15000,Sealed
0.57,47,61,15000,Quick
0.57,22,72,15000,Competetive
0.57,19,57,15000,Sealed
0.57,46,57,15000,Quick
0.57,44,171,15000,Competetive
0.57,21,63,15000,Sealed
0.57,44,60,15000,Quick
0.57,24,80,15000,Competetive
0.57,18,54,15000,Sealed
0.57,46,62,15000,Quick
0.57,39,149,15000,Competetive
0.57,17,51,15000,Sealed
0.57,47,66,15000,Quick
0.57,21,67,15000,Competetive
0.57,22,66,15000,Sealed
0.57,38,54,15000,Quick
0.57,32,117,15000,Competetive
0.57,25,75,15000,Sealed
0.57,37,51,15000,Quick
0.57,35,129,15000,Competetive
0.57,19,57,15000,Sealed
0.57,47,70,15000,Quick
0.57,27,93,15000,Competetive
0.57,25,75,15000,Sealed
0.57,44,60,15000,Quick
0.57,20,66,15000,Competetive
0.57,27,81,15000,Sealed
0.57,44,66,15000,Quick
0.57,24,81,15000,Competetive
0.57,19,57,15000,Sealed
0.57,43,58,15000,Quick
0.57,49,193,15000,Competetive
0.57,21,63,15000,Sealed
0.57,56,78,15000,Quick
0.57,24,80,15000,Competetive
0.57,20,60,15000,Sealed
0.57,49,69,15000,Quick
0.57,22,72,15000,Competetive
0.57,18,54,15000,Sealed
0.57,59,86,15000,Quick
0.57,24,79,15000,Competetive
0.57,23,69,15000,Sealed
0.57,40,52,15000,Quick
0.57,35,124,15000,Competetive
0.57,18,54,15000,Sealed
0.57,50,69,15000,Quick
0.57,23,76,15000,Competetive
0.57,18,54,15000,Sealed
0.57,50,75,15000,Quick
0.57,49,192,15000,Competetive
0.57,31,93,15000,Sealed
0.57,74,112,15000,Quick
0.57,21,68,15000,Competetive
0.57,28,84,15000,Sealed
0.57,45,64,15000,Quick
0.57,30,104,15000,Competetive
0.57,16,48,15000,Sealed
0.57,51,73,15000,Quick
0.57,28,102,15000,Competetive
0.57,18,54,15000,Sealed
0.57,47,70,15000,Quick
0.57,30,108,15000,Competetive
0.57,25,75,15000,Sealed
0.57,59,82,15000,Quick
0.57,27,96,15000,Competetive
0.57,29,87,15000,Sealed
0.57,48,67,15000,Quick
0.57,32,117,15000,Competetive
0.57,18,54,15000,Sealed
0.57,54,83,15000,Quick
0.57,29,102,15000,Competetive
0.57,23,69,15000,Sealed
0.57,47,66,15000,Quick
0.57,20,62,15000,Competetive
0.57,14,42,15000,Sealed
0.57,30,39,15000,Quick
0.57,23,73,15000,Competetive
0.57,25,75,15000,Sealed
0.57,42,59,15000,Quick
0.57,20,59,15000,Competetive
0.57,18,54,15000,Sealed
0.57,44,58,15000,Quick
0.57,34,122,15000,Competetive
0.57,23,69,15000,Sealed
0.57,45,64,15000,Quick
0.57,27,91,15000,Competetive
0.57,22,66,15000,Sealed
0.57,43,61,15000,Quick
0.57,35,128,15000,Competetive
0.57,17,51,15000,Sealed
0.57,53,75,15000,Quick
0.57,28,99,15000,Competetive
0.57,19,57,15000,Sealed
0.57,51,71,15000,Quick
0.57,49,190,15000,Competetive
0.57,19,57,15000,Sealed
0.57,46,63,15000,Quick
0.57,27,96,15000,Competetive
0.57,28,84,15000,Sealed
0.57,42,53,15000,Quick
0.57,37,138,15000,Competetive
0.57,22,66,15000,Sealed
0.57,40,54,15000,Quick
0.57,20,61,15000,Competetive
0.57,19,57,15000,Sealed
0.57,50,64,15000,Quick
0.57,37,139,15000,Competetive
0.57,20,60,15000,Sealed
0.57,53,80,15000,Quick
0.57,31,112,15000,Competetive
0.57,32,96,15000,Sealed
0.57,35,48,15000,Quick
0.57,28,100,15000,Competetive
0.57,11,33,15000,Sealed
0.57,47,64,15000,Quick
0.57,28,97,15000,Competetive
0.57,12,36,15000,Sealed
0.57,58,83,15000,Quick
0.57,23,74,15000,Competetive
0.57,30,90,15000,Sealed
0.57,50,64,15000,Quick
0.57,35,129,15000,Competetive
0.57,26,78,15000,Sealed
0.57,54,80,15000,Quick
0.57,46,177,15000,Competetive
0.57,13,39,15000,Sealed
0.57,37,52,15000,Quick
0.57,23,73,15000,Competetive
0.57,14,42,15000,Sealed
0.57,36,51,15000,Quick
0.57,14,33,15000,Competetive
0.57,14,42,15000,Sealed
0.57,38,49,15000,Quick
0.57,29,99,15000,Competetive
0.57,23,69,15000,Sealed
0.57,53,70,15000,Quick
0.57,19,60,15000,Competetive
0.57,18,54,15000,Sealed
0.57,52,76,15000,Quick
0.57,29,101,15000,Competetive
0.57,18,54,15000,Sealed
0.57,42,54,15000,Quick
0.57,42,162,15000,Competetive
0.57,17,51,15000,Sealed
0.57,47,64,15000,Quick
0.57,31,113,15000,Competetive
0.57,21,63,15000,Sealed
0.57,52,71,15000,Quick
0.57,26,91,15000,Competetive
0.57,17,51,15000,Sealed
0.57,65,92,15000,Quick
0.57,17,47,15000,Competetive
0.57,22,66,15000,Sealed
0.57,59,84,15000,Quick
0.57,57,223,15000,Competetive
0.57,23,69,15000,Sealed
0.57,57,81,15000,Quick
0.57,22,70,15000,Competetive
0.57,25,75,15000,Sealed
0.57,36,47,15000,Quick
0.57,44,168,15000,Competetive
0.57,28,84,15000,Sealed
0.57,42,61,15000,Quick
0.57,33,117,15000,Competetive
0.57,19,57,15000,Sealed
0.57,53,72,15000,Quick
0.57,18,54,15000,Competetive
0.57,16,48,15000,Sealed
0.57,49,68,15000,Quick
0.57,30,108,15000,Competetive
0.57,26,78,15000,Sealed
0.57,52,76,15000,Quick
0.57,25,83,15000,Competetive
0.57,33,99,15000,Sealed
0.57,48,72,15000,Quick
0.57,45,177,15000,Competetive
0.57,20,60,15000,Sealed
0.57,41,57,15000,Quick
0.57,36,129,15000,Competetive
0.57,17,51,15000,Sealed
0.57,52,74,15000,Quick
0.57,31,109,15000,Competetive
0.57,20,60,15000,Sealed
0.57,55,79,15000,Quick
0.57,26,86,15000,Competetive
0.57,18,54,15000,Sealed
0.57,55,81,15000,Quick
0.57,25,84,15000,Competetive
0.57,26,78,15000,Sealed
0.57,47,68,15000,Quick
0.57,17,50,15000,Competetive
0.57,21,63,15000,Sealed
0.57,70,104,15000,Quick
0.57,33,118,15000,Competetive
0.57,19,57,15000,Sealed
0.57,43,60,15000,Quick
0.57,31,111,15000,Competetive
0.57,20,60,15000,Sealed
0.57,39,59,15000,Quick
0.57,20,59,15000,Competetive
0.57,28,84,15000,Sealed
0.57,46,58,15000,Quick
0.57,28,98,15000,Competetive
0.57,27,81,15000,Sealed
0.57,39,51,15000,Quick
0.57,35,132,15000,Competetive
0.57,19,57,15000,Sealed
0.57,66,93,15000,Quick
0.57,52,204,15000,Competetive
0.57,17,51,15000,Sealed
0.57,46,61,15000,Quick
0.57,46,181,15000,Competetive
0.57,21,63,15000,Sealed
0.57,40,53,15000,Quick
0.57,49,190,15000,Competetive
0.57,16,48,15000,Sealed
0.57,42,62,15000,Quick
0.57,25,82,15000,Competetive
0.57,15,45,15000,Sealed
0.57,50,70,15000,Quick
0.57,22,68,15000,Competetive
0.57,17,51,15000,Sealed
0.57,46,66,15000,Quick
0.57,28,101,15000,Competetive
0.57,14,42,15000,Sealed
0.57,40,55,15000,Quick
0.57,28,96,15000,Competetive
0.57,18,54,15000,Sealed
0.57,53,75,15000,Quick
0.57,53,210,15000,Competetive
0.57,24,72,15000,Sealed
0.57,54,82,15000,Quick
0.57,22,71,15000,Competetive
0.57,36,108,15000,Sealed
0.57,40,55,15000,Quick
0.57,36,130,15000,Competetive
0.57,17,51,15000,Sealed
0.57,44,62,15000,Quick
0.57,29,98,15000,Competetive
0.57,18,54,15000,Sealed
0.57,64,91,15000,Quick
0.57,22,70,15000,Competetive
0.57,15,45,15000,Sealed
0.57,57,76,15000,Quick
0.57,15,38,15000,Competetive
0.57,15,45,15000,Sealed
0.57,46,66,15000,Quick
0.57,36,134,15000,Competetive
0.57,23,69,15000,Sealed
0.57,42,56,15000,Quick
0.57,33,120,15000,Competetive
0.57,26,78,15000,Sealed
0.57,53,78,15000,Quick
0.57,24,80,15000,Competetive
0.57,20,60,15000,Sealed
0.57,52,73,15000,Quick
0.57,28,96,15000,Competetive
0.57,15,45,15000,Sealed
0.57,59,87,15000,Quick
0.57,34,124,15000,Competetive
0.57,25,75,15000,Sealed
0.57,37,46,15000,Quick
0.57,37,136,15000,Competetive
0.57,17,51,15000,Sealed
0.57,56,79,15000,Quick
0.57,19,55,15000,Competetive
0.57,24,72,15000,Sealed
0.57,61,86,15000,Quick
0.57,43,165,15000,Competetive
0.57,26,78,15000,Sealed
0.57,51,73,15000,Quick
0.57,18,52,15000,Competetive
0.57,22,66,15000,Sealed
0.57,43,55,15000,Quick
0.57,22,68,15000,Competetive
0.57,21,63,15000,Sealed
0.57,55,74,15000,Quick
0.57,26,90,15000,Competetive
0.57,21,63,15000,Sealed
0.57,54,72,15000,Quick
0.57,19,56,15000,Competetive
0.57,25,75,15000,Sealed
0.57,61,87,15000,Quick
0.57,20,61,15000,Competetive
0.57,18,54,15000,Sealed
0.57,42,54,15000,Quick
0.57,29,102,15000,Competetive
0.57,22,66,15000,Sealed
0.57,39,55,15000,Quick
0.57,29,102,15000,Competetive
0.57,22,66,15000,Sealed
0.57,51,73,15000,Quick
0.57,39,148,15000,Competetive
0.57,23,69,15000,Sealed
0.57,60,83,15000,Quick
0.57,48,190,15000,Competetive
0.57,23,69,15000,Sealed
0.57,50,68,15000,Quick
0.57,31,115,15000,Competetive
0.57,22,66,15000,Sealed
0.57,34,44,15000,Quick
0.57,18,53,15000,Competetive
0.57,24,72,15000,Sealed
0.57,49,67,15000,Quick
0.57,23,71,15000,Competetive
0.57,21,63,15000,Sealed
0.57,61,92,15000,Quick
0.57,30,102,15000,Competetive
0.57,23,69,15000,Sealed
0.57,50,73,15000,Quick
0.57,43,167,15000,Competetive
0.57,17,51,15000,Sealed
0.57,50,67,15000,Quick
0.57,40,155,15000,Competetive
0.57,29,87,15000,Sealed
0.57,41,56,15000,Quick
0.57,30,105,15000,Competetive
0.57,14,42,15000,Sealed
0.57,51,70,15000,Quick
0.57,27,94,15000,Competetive
0.57,24,72,15000,Sealed
0.57,46,65,15000,Quick
0.57,15,42,15000,Competetive
0.57,16,48,15000,Sealed
0.57,51,77,15000,Quick
0.57,39,148,15000,Competetive
0.57,21,63,15000,Sealed
0.57,53,70,15000,Quick
0.57,18,56,15000,Competetive
0.57,27,81,15000,Sealed
0.57,71,102,15000,Quick
0.57,28,99,15000,Competetive
0.57,27,81,15000,Sealed
0.57,41,55,15000,Quick
0.57,37,141,15000,Competetive
0.57,19,57,15000,Sealed
0.57,39,54,15000,Quick
0.57,19,57,15000,Competetive
0.57,19,57,15000,Sealed
0.57,43,61,15000,Quick
0.57,21,68,15000,Competetive
0.57,21,63,15000,Sealed
0.57,66,97,15000,Quick
0.57,31,113,15000,Competetive
0.57,22,66,15000,Sealed
0.57,55,82,15000,Quick
0.57,31,110,15000,Competetive
0.57,30,90,15000,Sealed
0.57,46,67,15000,Quick
0.57,20,61,15000,Competetive
0.57,30,90,15000,Sealed
0.57,44,57,15000,Quick
0.57,43,164,15000,Competetive
0.57,16,48,15000,Sealed
0.57,48,66,15000,Quick
0.57,19,58,15000,Competetive
0.57,18,54,15000,Sealed
0.57,40,56,15000,Quick
0.57,25,78,15000,Competetive
0.57,17,51,15000,Sealed
0.57,60,87,15000,Quick
0.57,60,242,15000,Competetive
0.57,19,57,15000,Sealed
0.57,45,60,15000,Quick
0.57,23,78,15000,Competetive
0.57,20,60,15000,Sealed
0.57,50,74,15000,Quick
0.57,22,71,15000,Competetive
0.57,20,60,15000,Sealed
0.57,42,60,15000,Quick
0.57,29,102,15000,Competetive
0.57,16,48,15000,Sealed
0.57,50,70,15000,Quick
0.57,26,88,15000,Competetive
0.57,20,60,15000,Sealed
0.57,44,61,15000,Quick
0.57,28,97,15000,Competetive
0.57,19,57,15000,Sealed
0.57,61,85,15000,Quick
0.57,24,80,15000,Competetive
0.57,18,54,15000,Sealed
0.57,43,61,15000,Quick
0.57,31,113,15000,Competetive
0.57,12,36,15000,Sealed
0.57,39,52,15000,Quick
0.57,42,161,15000,Competetive
0.57,16,48,15000,Sealed
0.57,44,65,15000,Quick
0.57,36,138,15000,Competetive
0.57,22,66,15000,Sealed
0.57,42,53,15000,Quick
0.57,31,111,15000,Competetive
0.57,20,60,15000,Sealed
0.57,51,73,15000,Quick
0.57,28,95,15000,Competetive
0.57,23,69,15000,Sealed
0.57,36,46,15000,Quick
0.57,23,75,15000,Competetive
0.57,24,72,15000,Sealed
0.57,53,75,15000,Quick
0.57,32,114,15000,Competetive
0.57,17,51,15000,Sealed
0.57,51,72,15000,Quick
0.57,41,157,15000,Competetive
0.57,19,57,15000,Sealed
0.57,43,61,15000,Quick
0.57,35,130,15000,Competetive
0.57,20,60,15000,Sealed
0.57,48,66,15000,Quick
0.57,28,97,15000,Competetive
0.57,16,48,15000,Sealed
0.57,48,70,15000,Quick
0.57,53,210,15000,Competetive
0.57,21,63,15000,Sealed
0.57,49,67,15000,Quick
0.57,45,170,15000,Competetive
0.57,24,72,15000,Sealed
0.57,44,58,15000,Quick
0.57,25,82,15000,Competetive
0.57,19,57,15000,Sealed
0.57,49,66,15000,Quick
0.57,39,144,15000,Competetive
0.57,22,66,15000,Sealed
0.57,55,82,15000,Quick
0.57,37,139,15000,Competetive
0.57,25,75,15000,Sealed
0.57,47,72,15000,Quick
0.57,39,148,15000,Competetive
0.57,20,60,15000,Sealed
0.57,52,71,15000,Quick
0.57,38,146,15000,Competetive
0.57,21,63,15000,Sealed
0.57,55,76,15000,Quick
0.57,36,136,15000,Competetive
0.57,19,57,15000,Sealed
0.57,43,54,15000,Quick
0.57,18,50,15000,Competetive
0.57,24,72,15000,Sealed
0.57,57,80,15000,Quick
0.57,27,96,15000,Competetive
0.57,18,54,15000,Sealed
0.57,42,55,15000,Quick
0.57,45,175,15000,Competetive
0.57,24,72,15000,Sealed
0.57,41,54,15000,Quick
0.57,29,103,15000,Competetive
0.57,20,60,15000,Sealed
0.57,46,67,15000,Quick
0.57,32,111,15000,Competetive
0.57,13,39,15000,Sealed
0.57,60,85,15000,Quick
0.57,24,82,15000,Competetive
0.57,23,69,15000,Sealed
0.57,47,63,15000,Quick
0.57,29,101,15000,Competetive
0.57,20,60,15000,Sealed
0.57,49,66,15000,Quick
0.57,25,85,15000,Competetive
0.57,15,45,15000,Sealed
